domain_id,hierarchy
1yz8P00,1.10.10.60.12
2hosB00,1.10.10.60.16
2hddB00,1.10.10.60.16
1du0B00,1.10.10.60.16
1p7iD00,1.10.10.60.16
3hddB00,1.10.10.60.16
1p7jA00,1.10.10.60.16
1hddC00,1.10.10.60.16
1ztrA00,1.10.10.60.16
3zobA00,1.10.10.60.16
1zgwA02,1.10.10.60.24
1wpkA02,1.10.10.60.24
1homA00,1.10.10.60.25
2h1kB00,1.10.10.60.25
1sanA00,1.10.10.60.25
1ftzA00,1.10.10.60.25
2m34A00,1.10.10.60.25
2n8gA00,1.10.10.60.25
2lp0A00,1.10.10.60.25
5eeaB00,1.10.10.60.27
2ld5A00,1.10.10.60.27
3d1nL02,1.10.10.60.48
1pogA00,1.10.10.60.48
1hdpA00,1.10.10.60.48
1ocpA00,1.10.10.60.48
3nauA00,1.10.10.60.78
2ly9A00,1.10.10.60.78
2dn0A00,1.10.10.60.78
1nk3P00,1.10.10.60.130
1qryA00,1.10.10.60.130
1fttA00,1.10.10.60.130
1zq3P00,1.10.10.60.130
2mw8A00,1.10.10.60.142
1wi3A00,1.10.10.60.142
2ys9A00,1.10.10.60.152
2da7A00,1.10.10.60.152
2da5A00,1.10.10.60.162
2djoA00,1.10.10.60.162
1vq8I00,1.10.10.250.1
2nxnB02,1.10.10.250.1
4kbuK02,1.10.10.250.1
2zjrF00,1.10.10.250.1
1mmsB00,1.10.10.250.1
1hc8B00,1.10.10.250.1
1y39B00,1.10.10.250.1
1aciA00,1.10.10.250.1
5gaeJ00,1.10.10.250.1
3u1kA02,1.10.10.400.2
1whuA00,1.10.10.400.2
2kisA00,1.10.10.440.7
2dodA00,1.10.10.440.7
2e71A00,1.10.10.440.12
2dofA00,1.10.10.440.12
3omyA00,1.10.10.450.1
4qpoD00,1.10.10.450.1
1dp3A00,1.10.10.450.1
2icwG02,1.10.10.530.1
3kphA02,1.10.10.530.1
2cq7A00,1.10.10.740.2
2a05A00,1.10.10.740.2
1x4oA00,1.10.10.790.5
1ug0A00,1.10.10.790.5
1sfkA00,1.10.10.930.1
1r6rA00,1.10.10.930.1
2mabA00,1.10.10.1350.1
2k3pA01,1.10.10.1350.1
3oc7A02,1.10.12.10.2
4knpA02,1.10.12.10.2
3i47A02,1.10.12.10.2
3qxzA02,1.10.12.10.4
1uiyA02,1.10.12.10.4
3r9tC02,1.10.12.10.14
3r0oA02,1.10.12.10.14
4jwvA02,1.10.12.10.14
4jwvB02,1.10.12.10.14
4wnnD00,1.10.20.10.4
1eqzF00,1.10.20.10.4
1tzyC00,1.10.20.10.5
1kx3A00,1.10.20.10.5
4xzqA00,1.10.20.10.5
4xzqE00,1.10.20.10.5
1p3lA00,1.10.20.10.5
5b0yA00,1.10.20.10.5
4z66A00,1.10.20.10.5
4z66E00,1.10.20.10.5
5b0yE00,1.10.20.10.5
1p34E00,1.10.20.10.5
5f99E00,1.10.20.10.5
1f66E00,1.10.20.10.5
1p3kA00,1.10.20.10.5
4ys3A00,1.10.20.10.5
4ys3E00,1.10.20.10.5
1p3mA00,1.10.20.10.5
1p3aA00,1.10.20.10.5
3c1cE00,1.10.20.10.5
3c1cA00,1.10.20.10.5
3kxbA00,1.10.20.10.5
3b6fA00,1.10.20.10.5
4h9nA00,1.10.20.10.5
4h9oA00,1.10.20.10.5
4h9pA00,1.10.20.10.5
4h9sB00,1.10.20.10.5
5b31A00,1.10.20.10.5
5b1lA00,1.10.20.10.5
3azgA00,1.10.20.10.5
3a6nA00,1.10.20.10.5
3azfA00,1.10.20.10.5
3aywA00,1.10.20.10.5
3azeA00,1.10.20.10.5
3azhA00,1.10.20.10.5
5b32A00,1.10.20.10.5
4z5tE00,1.10.20.10.5
5ay8E00,1.10.20.10.5
5gxqA00,1.10.20.10.5
4jjnE00,1.10.20.10.5
1id3A00,1.10.20.10.5
4x23A00,1.10.20.10.5
2hueC00,1.10.20.10.9
1p3iB00,1.10.20.10.9
3azlF00,1.10.20.10.9
3aziF00,1.10.20.10.9
1p3pF00,1.10.20.10.9
1p3oB00,1.10.20.10.9
1p3gB00,1.10.20.10.9
3azmF00,1.10.20.10.9
3azjF00,1.10.20.10.9
1p3fF00,1.10.20.10.9
3aznF00,1.10.20.10.9
3w99F00,1.10.20.10.9
1p3bF00,1.10.20.10.9
3azkF00,1.10.20.10.9
2hioD00,1.10.20.10.9
5b40F00,1.10.20.10.9
1id3B00,1.10.20.10.9
1kx5B00,1.10.20.10.10
3c1bF00,1.10.20.10.10
2pyoF00,1.10.20.10.10
5f99F00,1.10.20.10.10
4eo5C00,1.10.20.10.10
4jjnF00,1.10.20.10.10
1p3gF00,1.10.20.10.10
1kx5D00,1.10.20.10.24
2rvqD00,1.10.20.10.24
4y60C00,1.10.30.10.2
4s2qD00,1.10.30.10.2
3f27D00,1.10.30.10.2
2yulA00,1.10.30.10.2
3u2bC00,1.10.30.10.2
1gt0D00,1.10.30.10.2
1o4xB00,1.10.30.10.2
2gzkA01,1.10.30.10.2
1hryA00,1.10.30.10.2
1j46A00,1.10.30.10.2
1j47A00,1.10.30.10.2
4qr9A00,1.10.30.10.3
2eqzA00,1.10.30.10.3
2yrqA01,1.10.30.10.3
1j3dA00,1.10.30.10.5
2yrqA02,1.10.30.10.5
2lhjA01,1.10.30.10.9
1cg7A00,1.10.30.10.9
2crjA00,1.10.30.10.14
2co9A00,1.10.30.10.14
1v63A00,1.10.30.10.16
1v64A00,1.10.30.10.16
2yv5A03,1.10.40.50.2
1u0lA03,1.10.40.50.2
2d28C01,1.10.40.70.1
2d27A01,1.10.40.70.1
1zeiA00,1.10.100.10.2
1sjuA00,1.10.100.10.2
6insE00,1.10.100.10.2
2jzqA00,1.10.100.10.2
3kr3D00,1.10.100.10.3
5l3nA00,1.10.100.10.3
3lriA00,1.10.100.10.3
4l8iB00,1.10.132.20.3
3lf9A00,1.10.132.20.3
4am1A01,1.10.135.10.1
4bg4A01,1.10.135.10.1
4bg4B01,1.10.135.10.1
4bhlA01,1.10.135.10.1
2j1qA01,1.10.135.10.1
4rf6A01,1.10.135.10.1
3zdbA02,1.10.150.20.11
1bgxT02,1.10.150.20.11
1taqA02,1.10.150.20.11
1cmwA02,1.10.150.20.11
1b4fG00,1.10.150.50.6
1ucvA00,1.10.150.50.6
2eanA00,1.10.150.50.10
1wwvA00,1.10.150.50.10
1v38A00,1.10.150.50.37
1x40A00,1.10.150.50.37
2cxyA00,1.10.150.60.1
1ryuA00,1.10.150.60.1
2jrzA00,1.10.150.60.3
2yqeA00,1.10.150.60.3
2jxjA00,1.10.150.60.3
2eqyA01,1.10.150.60.3
2lm1A00,1.10.150.60.3
2li6A00,1.10.150.60.5
1kkxA00,1.10.150.60.5
4ic9A00,1.10.150.90.3
2n1rA00,1.10.150.90.3
3nvwA02,1.10.150.120.3
2w3sA02,1.10.150.120.3
1k5oA00,1.10.150.220.1
1j2nA00,1.10.150.220.1
2f76X00,1.10.150.490.1
2f77X00,1.10.150.490.1
1vpuA00,1.10.195.10.1
2k7yA00,1.10.195.10.1
1dm5A01,1.10.220.10.4
1dk5B01,1.10.220.10.4
1w7bA01,1.10.220.10.6
1hm6A01,1.10.220.10.6
3usyA01,1.10.220.30.4
1lkvX01,1.10.220.30.4
3sohB00,1.10.220.30.4
4uexA00,1.10.225.10.3
2dobA00,1.10.225.10.3
2qypB00,1.10.225.10.3
2gtgA00,1.10.225.10.3
1m12A00,1.10.225.10.3
2ibpA02,1.10.230.10.1
3msuB03,1.10.230.10.1
2h12A03,1.10.230.10.1
4g6bA03,1.10.230.10.1
4e6yA03,1.10.230.10.1
4pe0A00,1.10.238.10.2
3rm1A00,1.10.238.10.2
1psbA00,1.10.238.10.2
5d7fA00,1.10.238.10.2
3d0yA00,1.10.238.10.2
2h61C00,1.10.238.10.2
2h61D00,1.10.238.10.2
2h61G00,1.10.238.10.2
1b4cA00,1.10.238.10.2
2y5iA00,1.10.238.10.2
5hydA00,1.10.238.10.2
1ozoA00,1.10.238.10.2
2jptA00,1.10.238.10.2
2lhlA00,1.10.238.10.2
2lltA00,1.10.238.10.2
2lltB00,1.10.238.10.2
1k2hA00,1.10.238.10.2
1k96A00,1.10.238.10.4
2m1kB00,1.10.238.10.4
4p2yB00,1.10.238.10.4
1a03A00,1.10.238.10.4
3nsoA00,1.10.238.10.4
3nslA00,1.10.238.10.4
3nslC00,1.10.238.10.4
3nslE00,1.10.238.10.4
3nslF00,1.10.238.10.4
3nslB00,1.10.238.10.4
3nslD00,1.10.238.10.4
3nskB00,1.10.238.10.4
4cfrA00,1.10.238.10.5
4cfqA00,1.10.238.10.5
3c1vB00,1.10.238.10.5
3m0wH00,1.10.238.10.5
2mrdA00,1.10.238.10.5
4duqB00,1.10.238.10.5
2rgiA00,1.10.238.10.5
4yi8A01,1.10.238.10.8
4m2pA01,1.10.238.10.8
4m2oA01,1.10.238.10.8
4m2qA01,1.10.238.10.8
2d8nA01,1.10.238.10.8
5g08A01,1.10.238.10.8
4gukA01,1.10.238.10.8
1bjfA01,1.10.238.10.8
2l2eA01,1.10.238.10.8
1fpwA01,1.10.238.10.8
1exrA01,1.10.238.10.12
1osaA01,1.10.238.10.12
1clmA01,1.10.238.10.12
1rfjA01,1.10.238.10.12
1cdlB01,1.10.238.10.12
1ak8A00,1.10.238.10.12
3ox6A01,1.10.238.10.12
2k7bA00,1.10.238.10.12
2m29A00,1.10.238.10.12
2lmtA01,1.10.238.10.12
2wcbA00,1.10.238.10.16
2wceA00,1.10.238.10.16
2wceB00,1.10.238.10.16
2m9gA00,1.10.238.10.16
4pcwC00,1.10.238.10.16
2egdB00,1.10.238.10.18
2ki4C00,1.10.238.10.18
2ki6D00,1.10.238.10.18
2ki4B00,1.10.238.10.18
2ki6C00,1.10.238.10.18
2cxjA00,1.10.238.10.18
4ds7A02,1.10.238.10.20
1lkjA02,1.10.238.10.20
1c7vA00,1.10.238.10.20
3k21A02,1.10.238.10.25
1s6jA01,1.10.238.10.25
2be4A02,1.10.238.10.26
2q4uA02,1.10.238.10.26
2f33A02,1.10.238.10.26
2opoC00,1.10.238.10.27
1k9uA00,1.10.238.10.27
1h4bA00,1.10.238.10.27
1g4yR01,1.10.238.10.28
2bbnA01,1.10.238.10.28
1qtxA01,1.10.238.10.28
4ds7A01,1.10.238.10.28
1f54A00,1.10.238.10.28
1k90E01,1.10.238.10.28
1y0vH01,1.10.238.10.28
1y6wA01,1.10.238.10.28
1lkjA01,1.10.238.10.28
1qx2A00,1.10.238.10.30
1qx2B00,1.10.238.10.30
1ig5A00,1.10.238.10.30
1ht9A00,1.10.238.10.30
1kcyA00,1.10.238.10.30
1b1gA00,1.10.238.10.30
1d1oA00,1.10.238.10.30
1kqvA00,1.10.238.10.30
1cb1A00,1.10.238.10.30
1bocA00,1.10.238.10.30
1nshA00,1.10.238.10.39
2lucA00,1.10.238.10.39
1m45A02,1.10.238.10.41
1n2dA02,1.10.238.10.41
2f3yA02,1.10.238.10.41
1prwA02,1.10.238.10.41
1iq5A02,1.10.238.10.41
3clnA02,1.10.238.10.41
1xfzO02,1.10.238.10.41
1ggzA02,1.10.238.10.41
1mxeA02,1.10.238.10.41
1oojA02,1.10.238.10.41
2bbnA02,1.10.238.10.41
1niwA02,1.10.238.10.41
1niwC02,1.10.238.10.41
1niwE02,1.10.238.10.41
1niwG02,1.10.238.10.41
1y6wA02,1.10.238.10.41
1qx7I02,1.10.238.10.41
1qx7R02,1.10.238.10.41
1xfxO02,1.10.238.10.41
1xfxP02,1.10.238.10.41
1xfxQ02,1.10.238.10.41
1xfxR02,1.10.238.10.41
1xfxS02,1.10.238.10.41
1xfxT02,1.10.238.10.41
1qx7A02,1.10.238.10.41
1ggwA02,1.10.238.10.41
1w7jB02,1.10.238.10.41
1br1B02,1.10.238.10.41
1qtxA02,1.10.238.10.56
1vrkA02,1.10.238.10.56
1up5A02,1.10.238.10.56
1up5B02,1.10.238.10.56
2doqB02,1.10.238.10.56
2gv5A02,1.10.238.10.56
2gv5D02,1.10.238.10.56
2b1uA00,1.10.238.10.56
1la0A01,1.10.238.10.59
1r2uA00,1.10.238.10.59
2o5gA00,1.10.238.10.72
1ahrA00,1.10.238.10.72
2k61A00,1.10.238.10.72
1dmoA00,1.10.238.10.72
1tcfA00,1.10.238.10.72
1a2xA00,1.10.238.10.72
1aj4A00,1.10.238.10.72
2jt8A00,1.10.238.10.72
2lhiA00,1.10.238.10.72
1zmzA01,1.10.238.10.85
2jojA00,1.10.238.10.85
2nxqA00,1.10.238.10.96
2jnxA01,1.10.238.10.96
4l9mA03,1.10.238.10.101
2ma2A00,1.10.238.10.101
4mryA00,1.10.238.10.112
4n1gA00,1.10.238.10.112
1jf2A00,1.10.238.10.112
1el4A00,1.10.238.10.112
3kpxA00,1.10.238.10.112
1jf0A00,1.10.238.10.112
1sl8A00,1.10.238.10.112
4inwA00,1.10.238.20.5
1dqeA00,1.10.238.20.5
1qwvA00,1.10.238.20.5
3cz1A00,1.10.238.20.7
3d78A00,1.10.238.20.7
3d73A00,1.10.238.20.7
2bnxB02,1.10.238.150.2
3obvB02,1.10.238.150.2
4mewA01,1.10.238.230.1
4i5nB01,1.10.238.230.1
3pm2A00,1.10.238.270.1
4ij7A00,1.10.238.270.1
4jfaA02,1.10.240.10.9
4jfaC02,1.10.240.10.9
3kt3A02,1.10.240.10.9
4ognA01,1.10.245.10.3
4zyiA00,1.10.245.10.3
4hg7A00,1.10.245.10.3
1ttvA00,1.10.245.10.3
5hmhA00,1.10.245.10.4
2mpsA00,1.10.245.10.4
3gquA00,1.10.246.90.1
3nmuA03,1.10.246.90.1
3nvkA03,1.10.246.90.1
5gipA03,1.10.246.90.1
3bd1A00,1.10.260.40.15
2pijB00,1.10.260.40.15
2pijA00,1.10.260.40.15
3kjxD01,1.10.260.40.56
1jftA01,1.10.260.40.56
1bdhA01,1.10.260.40.56
1vpwA01,1.10.260.40.56
1pruA00,1.10.260.40.56
3mlfB00,1.10.260.40.58
3mlfC00,1.10.260.40.58
3mlfD00,1.10.260.40.58
3mlfA00,1.10.260.40.58
2hsgA01,1.10.260.40.62
1rzrD01,1.10.260.40.62
1rzrA01,1.10.260.40.62
1rzrC01,1.10.260.40.62
1rzrG01,1.10.260.40.62
3oqmA01,1.10.260.40.62
1efaA01,1.10.260.40.62
2pe5A01,1.10.260.40.62
1l1mA00,1.10.260.40.62
2bjcA00,1.10.260.40.62
1wh6A01,1.10.260.40.70
1x2lA01,1.10.260.40.70
2jvlA01,1.10.260.40.71
1x57A00,1.10.260.40.71
2m4hA00,1.10.260.110.1
2mxdA00,1.10.260.110.1
2k3oA00,1.10.274.60.2
2k3nA00,1.10.274.60.2
2a6hD05,1.10.274.100.2
2o5jD04,1.10.274.100.2
1ynjD05,1.10.274.100.2
1ddqD02,1.10.274.100.2
3qbpA01,1.10.275.10.2
3gtdA01,1.10.275.10.2
3czoA01,1.10.275.10.6
3czoB01,1.10.275.10.6
3czoC01,1.10.275.10.6
3czoD01,1.10.275.10.6
4c5sC01,1.10.275.10.6
4cq5C01,1.10.275.10.6
4c5rC01,1.10.275.10.6
4c5rD01,1.10.275.10.6
4c5rB01,1.10.275.10.6
2yiiC01,1.10.275.10.6
2yiiA01,1.10.275.10.6
2yiiB01,1.10.275.10.6
2yiiD01,1.10.275.10.6
4baaA01,1.10.275.10.6
4baaB01,1.10.275.10.6
4baaD01,1.10.275.10.6
3nz4A01,1.10.275.10.6
3nz4B01,1.10.275.10.6
1w27A01,1.10.275.10.6
1w27B01,1.10.275.10.6
1vs5O00,1.10.287.10.1
1a32A00,1.10.287.10.1
2vqeO00,1.10.287.10.1
1kuqA00,1.10.287.10.1
1g1xB00,1.10.287.10.1
1dk1A00,1.10.287.10.1
1f7yA00,1.10.287.10.1
1fyjA00,1.10.287.10.4
1d2dA00,1.10.287.10.4
2djvA00,1.10.287.10.7
1x59A00,1.10.287.10.7
1orqC01,1.10.287.70.25
2a0lA00,1.10.287.70.25
3apqB01,1.10.287.110.7
2n04A00,1.10.287.110.7
2n05A00,1.10.287.110.7
2ctwA00,1.10.287.110.7
1bq0A00,1.10.287.110.15
2yuaA01,1.10.287.110.15
2ej7A01,1.10.287.110.15
2dmxA00,1.10.287.110.15
2ctrA00,1.10.287.110.16
2cugA01,1.10.287.110.16
2l6lA01,1.10.287.110.17
1wjzA00,1.10.287.110.17
3gwoA00,1.10.287.210.13
3h01A00,1.10.287.210.13
2lp7A00,1.10.287.210.13
1y66A00,1.10.287.210.14
2p6jA00,1.10.287.210.14
1nkdA00,1.10.287.230.1
2ijkA00,1.10.287.230.1
1ropA00,1.10.287.230.1
2ijhA00,1.10.287.230.1
1gtoB00,1.10.287.230.1
2ijjB00,1.10.287.230.1
2ijiA00,1.10.287.230.1
4do2A00,1.10.287.230.1
1b6qA00,1.10.287.230.1
3k79A00,1.10.287.230.1
1f4nA00,1.10.287.230.1
1r73A00,1.10.287.310.3
1vs8X00,1.10.287.310.3
4ntwA01,1.10.287.770.2
3ij4A01,1.10.287.770.2
2h3oA00,1.10.287.910.2
2lj2A00,1.10.287.910.2
3q4hC00,1.10.287.1060.15
3q4hA00,1.10.287.1060.15
2kg7A00,1.10.287.1060.15
2lgqA00,1.10.287.1130.1
2rn9A00,1.10.287.1130.1
3v6gA00,1.10.357.10.13
3htaC00,1.10.357.10.13
4ph2A00,1.10.375.10.3
1g03A00,1.10.375.10.3
2vzcB00,1.10.418.10.1
3kmuB00,1.10.418.10.1
3repB00,1.10.418.10.1
4edmA00,1.10.418.10.1
2eyiA01,1.10.418.10.4
4q57B01,1.10.418.10.4
2qjxA00,1.10.418.10.6
1v5kA00,1.10.418.10.6
5j8eA00,1.10.418.10.15
1wixA01,1.10.418.10.15
1wymA01,1.10.418.10.27
1wypA00,1.10.418.10.27
1ujoA00,1.10.418.10.27
2o2fA00,1.10.437.10.2
1g5mA00,1.10.437.10.2
1ddbA00,1.10.437.10.17
2bidA00,1.10.437.10.17
2me8A00,1.10.437.10.18
1lxlA00,1.10.437.10.18
3o2zD00,1.10.455.10.1
2xzmG00,1.10.455.10.1
4ob0B01,1.10.472.20.1
3hhtB01,1.10.472.20.1
2dppB01,1.10.472.20.1
1v29B01,1.10.472.20.1
3qyhB01,1.10.472.20.1
3qxeB01,1.10.472.20.1
3qygB01,1.10.472.20.1
3po3S01,1.10.472.30.3
3gtmS01,1.10.472.30.3
3wfwA00,1.10.490.10.27
3ubcA00,1.10.490.10.27
1xg0C00,1.10.490.20.1
1xg0D00,1.10.490.20.1
1xf6C00,1.10.490.20.1
1xf6D00,1.10.490.20.1
1qgwD00,1.10.490.20.1
4lmsD00,1.10.490.20.1
4lmsB00,1.10.490.20.1
4lm6D00,1.10.490.20.1
3v57B00,1.10.490.20.1
3v57D00,1.10.490.20.1
3v58B00,1.10.490.20.1
3v58D00,1.10.490.20.1
4lmxD00,1.10.490.20.1
1phnB00,1.10.490.20.1
4yjjB00,1.10.490.20.1
4yjjD00,1.10.490.20.1
1b8dB00,1.10.490.20.1
1b8dL00,1.10.490.20.1
5b13G00,1.10.490.20.1
2vjhB00,1.10.490.20.1
2vjhD00,1.10.490.20.1
1eyxB00,1.10.490.20.1
1eyxL00,1.10.490.20.1
1liaB00,1.10.490.20.1
3l0fB00,1.10.490.20.1
3o18B00,1.10.490.20.1
1jboB00,1.10.490.20.1
3o2cB00,1.10.490.20.1
1ktpB00,1.10.490.20.1
4zizB00,1.10.490.20.1
4q70B00,1.10.490.20.1
4n6sB00,1.10.490.20.1
4gy3B00,1.10.490.20.1
4z8kB00,1.10.490.20.1
1i7yB00,1.10.490.20.1
4gxeB00,1.10.490.20.1
3kvsB00,1.10.490.20.1
3brpB00,1.10.490.20.1
1cpcB00,1.10.490.20.1
1cpcL00,1.10.490.20.1
2bv8B00,1.10.490.20.1
2bv8D00,1.10.490.20.1
2bv8F00,1.10.490.20.1
2bv8L00,1.10.490.20.1
2bv8N00,1.10.490.20.1
2bv8P00,1.10.490.20.1
1gh0B00,1.10.490.20.1
1gh0D00,1.10.490.20.1
1gh0F00,1.10.490.20.1
1gh0H00,1.10.490.20.1
1gh0J00,1.10.490.20.1
1gh0L00,1.10.490.20.1
1gh0N00,1.10.490.20.1
1gh0P00,1.10.490.20.1
1gh0R00,1.10.490.20.1
1gh0T00,1.10.490.20.1
1gh0V00,1.10.490.20.1
1gh0X00,1.10.490.20.1
1ha7B00,1.10.490.20.1
1ha7D00,1.10.490.20.1
1ha7F00,1.10.490.20.1
1ha7H00,1.10.490.20.1
1ha7J00,1.10.490.20.1
1ha7L00,1.10.490.20.1
1ha7N00,1.10.490.20.1
1ha7P00,1.10.490.20.1
1ha7R00,1.10.490.20.1
1ha7T00,1.10.490.20.1
1ha7V00,1.10.490.20.1
1ha7X00,1.10.490.20.1
4l1eB00,1.10.490.20.1
2uumX00,1.10.490.20.1
4h0mB00,1.10.490.20.1
4h0mD00,1.10.490.20.1
4h0mF00,1.10.490.20.1
4h0mH00,1.10.490.20.1
4h0mJ00,1.10.490.20.1
4h0mL00,1.10.490.20.1
4h0mN00,1.10.490.20.1
4h0mP00,1.10.490.20.1
4h0mR00,1.10.490.20.1
4h0mT00,1.10.490.20.1
4h0mV00,1.10.490.20.1
4h0mX00,1.10.490.20.1
4f0tB00,1.10.490.20.1
1f99B00,1.10.490.20.1
2c7lB00,1.10.490.20.1
2uunB00,1.10.490.20.1
2uunD00,1.10.490.20.1
2uulB00,1.10.490.20.1
2uulD00,1.10.490.20.1
2uulH00,1.10.490.20.1
5fvbM00,1.10.490.20.1
5fvbN00,1.10.490.20.1
5fvbO00,1.10.490.20.1
5fvbP00,1.10.490.20.1
5fvbQ00,1.10.490.20.1
5fvbR00,1.10.490.20.1
5fvbS00,1.10.490.20.1
5fvbT00,1.10.490.20.1
5fvbU00,1.10.490.20.1
5fvbV00,1.10.490.20.1
5fvbW00,1.10.490.20.1
5fvbX00,1.10.490.20.1
5aqdM00,1.10.490.20.1
5aqdN00,1.10.490.20.1
5aqdO00,1.10.490.20.1
5aqdP00,1.10.490.20.1
5aqdQ00,1.10.490.20.1
5aqdR00,1.10.490.20.1
5aqdS00,1.10.490.20.1
5aqdT00,1.10.490.20.1
5aqdU00,1.10.490.20.1
5aqdV00,1.10.490.20.1
5aqdW00,1.10.490.20.1
5aqdX00,1.10.490.20.1
2vmlB00,1.10.490.20.1
4trlA02,1.10.510.10.2
4p2wA02,1.10.510.10.2
4p2wB02,1.10.510.10.2
3kulB02,1.10.510.10.2
2r2pA02,1.10.510.10.2
4at5A02,1.10.510.10.2
2j0lA02,1.10.510.10.2
4r1vA02,1.10.510.10.4
3f66A02,1.10.510.10.4
3dkcA02,1.10.510.10.4
3plsA02,1.10.510.10.4
4xcuA02,1.10.510.10.4
3gqiA02,1.10.510.10.4
3kxxA02,1.10.510.10.4
4j96B02,1.10.510.10.4
4j98A02,1.10.510.10.4
1p4oA02,1.10.510.10.4
5fxsA02,1.10.510.10.4
4d2rA02,1.10.510.10.4
3bu3A02,1.10.510.10.4
4ibmA02,1.10.510.10.4
5hhwA02,1.10.510.10.4
1ir3A02,1.10.510.10.4
3bu6A02,1.10.510.10.4
3bu5A02,1.10.510.10.4
1irkA02,1.10.510.10.4
2b4sB02,1.10.510.10.4
2b4sD02,1.10.510.10.4
4xlvA02,1.10.510.10.4
